filename,y,a,split,blip_caption
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2405619.jpg,1,1,1,a cat standing on top of a bed next to a pile of books
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2321421.jpg,1,1,1,a cat sitting on the ground
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2383592.jpg,1,1,1,the cat is watching tv
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2318038.jpg,1,1,1,a cat laying on a bed looking out a window
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2330048.jpg,1,1,1,the cat is looking at the laptop
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2373100.jpg,1,1,1,the cat is looking out the window
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2390873.jpg,1,1,1,a cat sitting on top of a laptop computer
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2362274.jpg,1,1,1,a cat laying on a bed next to a window
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2364155.jpg,1,1,1,a black and white cat
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2372339.jpg,1,1,1,a round bed in the corner of a room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2390330.jpg,1,1,1,a black and white cat sitting on a toilet bowl
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2377610.jpg,1,1,1,a cat sitting on top of a pile of luggage
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2338063.jpg,1,1,1,a cat on a television
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2377325.jpg,1,1,1,a cat laying in a sink
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2343780.jpg,1,1,1,a cat laying on a blanket in front of a television
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2353770.jpg,1,1,1,a cat is laying on a chair with its mouth open
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2381791.jpg,1,1,1,a cat sitting in a window of a building
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2403201.jpg,1,1,1,a cat laying on top of a laptop computer
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2328810.jpg,1,1,1,a cat on a cat tree
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2407329.jpg,1,1,1,a cat sleeping on top of a green suitcase
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2335682.jpg,1,1,1,the cat is black
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2316439.jpg,1,1,1,a cat sleeping on a bed next to a laptop
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2369110.jpg,1,1,1,a cat drinking out of a toilet in a bathroom
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2324496.jpg,1,1,1,man sleeping in bed
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2337225.jpg,1,1,1,a wooden bookcase
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2398392.jpg,1,1,1,a woman sitting in a chair in front of a window
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2365745.jpg,1,1,1,a cat sitting on top of a blue boat
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2385836.jpg,1,1,1,a fireplace in a living room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2374664.jpg,1,1,1,a cat sitting on top of a wooden table
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2415403.jpg,1,1,1,a cat laying on the floor
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2344206.jpg,1,1,1,a white toilet bowl
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2316594.jpg,1,1,1,four pictures of a cat sitting on a bed
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2414209.jpg,1,1,1,the rug on the floor
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2393745.jpg,1,1,1,the cat is orange and white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2365314.jpg,1,1,1,a cat standing on a toilet in a bathroom
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2371101.jpg,1,1,1,a black and white cat
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2400035.jpg,1,1,1,a cat sitting on a chair
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2352790.jpg,1,1,1,a cat laying on a bed
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2392176.jpg,1,1,1,the cat is gray
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2338689.jpg,1,1,1,a cat sitting on top of a wooden box
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2398497.jpg,1,1,1,a cat sitting on a chair in a living room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2333110.jpg,1,1,1,a black cat laying on a purple chair
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2344532.jpg,1,1,1,a cat sitting on the floor in front of a window
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2392446.jpg,1,1,1,the door is open
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2330125.jpg,1,1,1,a silver christmas tree
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2386737.jpg,1,1,1,a cat sitting on a desk
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2348560.jpg,1,1,1,a cat sitting on a table next to a glass of wine
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2349149.jpg,1,1,1,a cat sleeping on a bed
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2410153.jpg,1,1,1,a cat sleeping on a bed
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2384185.jpg,1,1,1,a cat is sitting in a bag of shoes
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2387465.jpg,1,1,1,a cat sitting on a desk
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2378777.jpg,1,1,1,a black and white cat
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2323828.jpg,1,1,1,a cat sleeping on a desk next to a computer
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2340479.jpg,1,1,1,a cat laying on top of a computer mouse
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2345671.jpg,1,1,1,a cat sitting on the floor in front of a television
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2402810.jpg,1,1,1,a cat laying on a bed next to a laptop
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2389676.jpg,1,1,1,two cats sitting on the floor
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2395559.jpg,1,1,1,a cat sleeping on top of a toilet paper roll
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2368597.jpg,1,1,1,a white cat laying on a bed
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2408471.jpg,1,1,1,a cat laying on top of a pair of shoes
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2416656.jpg,1,1,1,a cat laying on top of a computer keyboard
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2346197.jpg,0,0,1,a person walking a dog down a street
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2361824.jpg,0,0,1,a woman riding a bike with a dog on a leash
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2391492.jpg,0,0,1,two horses pulling a carriage
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2393779.jpg,0,0,1,a person cross country skiing in the woods
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2327581.jpg,0,0,1,the dog is white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2337421.jpg,0,0,1,two women walking down a sidewalk
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2330218.jpg,0,0,1,the dog is brown
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2350325.jpg,0,0,1,the fence is made of metal
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2356330.jpg,0,0,1,the man is wearing a blue shirt
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2348277.jpg,0,0,1,a side view mirror
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2345442.jpg,0,0,1,a dog running on a baseball field with a baseball bat in its mouth
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2376600.jpg,0,0,1,the dog is white and black
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2340219.jpg,0,0,1,the dog is running in the snow
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2402417.jpg,0,0,1,a group of people riding horses on a trail
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2346815.jpg,0,0,1,sand on the beach
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2404534.jpg,0,0,1,a horse pulling a cart
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2380687.jpg,0,0,1,the man is skateboarding
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2399469.jpg,0,0,1,the dog is brown and white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2383663.jpg,0,0,1,the horse is brown
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2361091.jpg,0,0,1,a man walking down a street next to a street sign
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2353702.jpg,0,0,1,the snow on the ground
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2344149.jpg,0,0,1,a group of people walking down the street
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2370.jpg,0,0,1,the sidewalk in front of the building
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2386037.jpg,0,0,1,a black and white dog
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2362763.jpg,0,0,1,two dogs playing with each other dog
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/1159281.jpg,0,0,1,a man on a surfboard in a body of water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2378957.jpg,0,0,1,a woman sitting on a bench
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2384917.jpg,0,0,1,a woman riding a bike with a dog on the back
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2398532.jpg,0,0,1,a group of horses running down a dirt road
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2390483.jpg,0,0,1,shadow on the grass
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2316809.jpg,0,0,1,a man sitting on a red and white motorcycle
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2410503.jpg,0,0,1,a man walking in the snow with skis on his back
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2337324.jpg,0,0,1,a dog in the back of a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2398346.jpg,0,0,1,a dog sitting in the back seat of a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2350312.jpg,0,0,1,a man riding a motorcycle with a dog on his back
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2403537.jpg,0,0,1,a dog playing with a ball in a park
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2360562.jpg,0,0,1,the sky is clear and blue
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2376453.jpg,0,0,1,two dogs on leashs
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2367060.jpg,0,0,1,the dog is black
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2321109.jpg,0,0,1,a dog on a surfboard
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2384081.jpg,0,0,1,a man riding a bike
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2412384.jpg,0,0,1,the water is calm
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2397828.jpg,0,0,1,the door is made of wood
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2376140.jpg,0,0,1,a dog sitting in the back seat of a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2322607.jpg,0,0,1,a man and a dog playing in the water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2320476.jpg,0,0,1,black and white photo
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2395520.jpg,0,0,1,a boat on the beach
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2406798.jpg,0,0,1,a group of people on bicycles waiting at a bus stop
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2325642.jpg,0,0,1,a train on a bridge
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2344526.jpg,0,0,1,a white dog walking on a road next to a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2409740.jpg,0,0,1,a man riding a bike
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2338535.jpg,0,0,1,a dog in a car
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2358851.jpg,0,0,1,a man playing a guitar
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2381223.jpg,0,0,1,a dog standing on a beach next to a body of water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2320655.jpg,0,0,1,a man riding a bike with a dog in a basket
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2354471.jpg,0,0,1,the sky is clear and blue
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2389867.jpg,0,0,1,the bench is made of wood
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2317373.jpg,0,0,1,a herd of sheep
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2369270.jpg,0,0,1,the dog is black and white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2411201.jpg,0,0,1,a dog sitting on a motorcycle
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2414053.jpg,0,0,1,a brick wall behind the skateboarders
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2393247.jpg,0,0,1,the sky is cloudy
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2397768.jpg,0,0,1,a group of people and their dogs
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2317985.jpg,0,0,1,the dog is white
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/1592385.jpg,0,0,1,a man standing next to a white dog on a sidewalk
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2387862.jpg,0,0,1,the horse is brown
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2353465.jpg,0,0,1,two dogs sitting on a bench
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2320795.jpg,0,0,1,the dog is looking at the river
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2320130.jpg,0,0,1,a dog on a surfboard in the water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2395227.jpg,0,0,1,a small child playing with a dog
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/619.jpg,0,0,1,a black phone booth
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2351907.jpg,0,0,1,a group of sheep grazing in a field
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2364372.jpg,0,0,1,a man riding a horse
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2364024.jpg,0,0,1,a man and a dog in a boat
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2358997.jpg,0,0,1,the dog is black
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2417767.jpg,0,0,1,the bench is brown
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2334355.jpg,0,0,1,a dog looking through a screen in a room
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2372773.jpg,0,0,1,a man sitting on a bench
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2343149.jpg,0,0,1,a dog running in the water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2330479.jpg,0,0,1,a person riding a horse in a field
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/1159355.jpg,0,0,1,the man is wearing a helmet
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2417801.jpg,0,0,1,a man on a surfboard
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2340622.jpg,0,0,1,a side view mirror
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2317971.jpg,0,0,1,a person walking a dog in the snow with a red umbrella
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2360443.jpg,0,0,1,a group of dogs running in a field
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2380787.jpg,0,0,1,a dog standing on a boat in the water
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2357646.jpg,0,0,1,the dog is looking out the window
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2412702.jpg,0,0,1,a man walking down a sidewalk next to a fire hydra
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2391328.jpg,0,0,1,a police officer on a motorcycle
data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2406001.jpg,0,0,1,a person riding a bike with a dog on the handle
